"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="2323","中環","市","11/19","9.17","-0.21","-2.24","10","109","108.9","99.9","47","33.8","有","","","有","","","光電業","翁明顯","關山孝行"
="2324","仁寶","市","11/19","29.4","+0.75","+2.62","10","441","440.7","1,296","41.5","33.8","有","有","有","","","","電腦及週邊設備業","陳瑞聰","Anthony Peter Bonadero"
="2327","國巨*","市","11/19","225","-4","-1.75","2.5","51.8","207.3","4,664","38.2","32.1","有","","有","有","","","電子零組件業","陳泰銘","王淡如"
="2328","廣宇","市","11/19","46","-0.5","-1.08","10","51.8","51.83","238","54.5","32","有","","有","","","","電子零組件業","李光曜","蔡明峰"
="2329","華泰","市","11/19","47.55","-3.15","-6.21","10","74","56.02","266","54.4","31.6","有","","有","","","有","半導體業","董悦明","涂家榮"
="2330","台積電","市","11/19","1395","-10","-0.71","10","2,593","2,593","361,760","38.7","31.2","有","有","有","有","","","半導體業","魏哲家","總裁: 魏哲家"
="2331","精英","市","11/19","20.4","+0.2","+0.99","10","55.7","55.74","114","38.5","31.2","有","","有","","","","電腦及週邊設備業","張榮華","陳嘉生"
="2332","友訊","市","11/19","14.9","-0.3","-1.97","10","60.2","60.23","89.7","38.4","31.1","有","","有","","","","通信網路業","郭金河","陳宜"
="2337","旺宏","市","11/19","36.4","-1.25","-3.32","10","186","185.6","676","35.9","30.7","有","","有","有","有","","半導體業","吳敏求","盧志遠"
="2338","光罩","市","11/19","33.5","-0.7","-2.05","10","31.7","31.68","106","37.1","30.6","有","","有","有","有","","半導體業","凃俊光","陳立惇"
="2340","台亞","市","11/19","23.2","-0.65","-2.73","10","43.9","43.86","102","41.9","30.6","有","","有","","有","","半導體業","李國光","蔡育軒"
="2342","茂矽","市","11/19","28.7","-0.5","-1.71","10","15.8","15.76","45.2","38.9","30.2","","","","","","","半導體業","唐亦仙","盧建志"
="2344","華邦電","市","11/19","59.4","-2","-3.26","10","450","450","2,673","38.1","30.1","有","","有","","","","半導體業","焦佑鈞","陳沛銘"
="2345","智邦","市","11/19","914","-7","-0.76","10","56.1","56.11","5,129","37.8","30","有","","有","有","","","通信網路業","黃國修","李訓德"
="2347","聯強","市","11/19","58.8","+0.3","+0.51","10","167","166.8","981","37.2","29.9","有","","有","","","","電子通路業","苗豐強","杜書伍"
="2348","海悅","市","11/19","77","-1.3","-1.66","10","18.2","15.19","117","38.3","29.9","","","有","","","有","其他業","黃希文","王俊傑"
"2348A","海悅甲特","市","11/19","36.7","+0.15","+0.41","","","3","11","","4.15","","","","","","","其他業","",""
="2349","錸德","市","11/19","8.89","-0.04","-0.45","10","69.4","69.37","61.7","36.9","29.6","","","有","","","","光電業","葉垂景","王鼎章"
="2351","順德","市","11/19","78.6","-2.4","-2.96","10","18.2","18.21","143","58.1","29.6","","","有","","","","半導體業","陳朝雄","陳維德"
="2352","佳世達","市","11/19","26.85","+0.3","+1.13","10","158","158","424","41.6","29.3","有","","有","有","","","電腦及週邊設備業","陳其宏","黃漢州"
="2353","宏碁","市","11/19","27.4","-0.4","-1.44","10","305","304.8","835","49.3","29.2","有","有","有","","","","電腦及週邊設備業","陳俊聖","簡慧祥"
="2354","鴻準","市","11/19","64.2","-0.2","-0.31","10","141","141.4","908","35.6","29.1","有","","有","","","","其他電子業","陳國寶","潘彥仁"
="2355","敬鵬","市","11/19","29.3","-0.6","-2.01","10","39.7","39.75","116","46.2","29.1","有","","有","","","","電子零組件業","曾劉玉枝","林玉女"
="2356","英業達","市","11/19","40.65","-0.2","-0.49","10","359","358.8","1,458","50.5","29","有","","有","","","","電腦及週邊設備業","葉力誠","蔡枝安"
="2357","華碩","市","11/19","566","+3","+0.53","10","74.3","74.28","4,204","35.6","29","有","有","有","","","","電腦及週邊設備業","施崇棠","許先越/胡書賓"
="2359","所羅門","市","11/19","119.5","-0.5","-0.42","10","17.1","17.15","205","35.5","28.9","","","有","","","","其他電子業","陳政隆","陳政隆"
="2360","致茂","市","11/19","770","+24","+3.22","10","42.5","42.53","3,275","41","28.9","有","","有","","","","其他電子業","黃欽明","黃欽明"
="2362","藍天","市","11/19","40.2","-0.8","-1.95","10","62.2","62.23","250","42.1","28.6","","","有","","","","電腦及週邊設備業","許崑泰","蔡明賢"
="2363","矽統","市","11/19","46.7","-0.9","-1.89","10","51.5","51.5","240","38.2","28.3","","","有","","","","半導體業","洪嘉聰","戎樂天"
="2364","倫飛","市","11/19","69.5","-2.6","-3.61","10","5.24","5.24","36.4","41.7","28.3","","","","","","有","電腦及週邊設備業","高育仁","高思復"
="2365","昆盈","市","11/19","32.95","-0.2","-0.6","10","22.2","22.15","73","42","28","","","有","","","","電腦及週邊設備業","卓世坤","李百祥"
="2367","燿華","市","11/19","23.15","-0.45","-1.91","10","70.6","70.63","163","40.9","27.9","有","","有","","","","電子零組件業","張元銘","洪顯青"
="2368","金像電","市","11/19","522","+15","+2.96","10","49.2","49.18","2,567","44.2","27.7","有","","有","有","","","電子零組件業","楊承澤","楊承澤"
="2369","菱生","市","11/19","20.2","-1.5","-6.91","10","38","38.01","76.8","52.6","27.6","","","有","","","","半導體業","葉樹泉","蔡澤松"
="2371","大同","市","11/19","32.05","+0.55","+1.75","10","215","215.1","689","75.6","63.8","有","","有","有","","","電機機械","張榮華","張松鑌"
="2373","震旦行","市","11/19","56.4","+0.2","+0.36","10","23.6","23.62","133","62.3","34.3","","","","","","","其他電子業","馬志賢","游炎林"
="2374","佳能","市","11/19","77.8","-1.2","-1.52","10","29","32.46","253","60.5","30.8","","","有","有","","","光電業","章孝祺","章孝祺"
="2375","凱美","市","11/19","95.7","+2","+2.13","10","10.9","10.87","104","47.2","27.2","","","有","","","","電子零組件業","呂紹萍","劉文亮"
="2376","技嘉","市","11/19","239.5","-6.5","-2.64","10","67","66.99","1,604","39.6","27.2","有","","有","有","","","電腦及週邊設備業","葉培城","李宜泰/林英宇"
="2377","微星","市","11/19","101.5","-1.5","-1.46","10","84.5","84.49","858","39.3","27.1","有","有","有","","","","電腦及週邊設備業","徐祥","黃金請"
="2379","瑞昱","市","11/19","488.5","-5","-1.01","10","51.3","51.29","2,505","38.1","27.1","有","","有","","","","半導體業","邱順建","顏光裕"
="2380","虹光","市","11/19","4.99","+0.05","+1.01","10","21.7","21.69","10.8","34.6","27","","","","","有","","電腦及週邊設備業","盛少瀾","盛少瀾"
="2382","廣達","市","11/19","267","-3","-1.11","10","386","386.3","10,313","37.5","26.9","有","有","","","","","電腦及週邊設備業","林百里","梁次震"
="2383","台光電","市","11/19","1330","-20","-1.48","10","35.8","34.68","4,612","33.7","28.9","有","","有","有","","","電子零組件業","董定宇","董定宇"
="2385","群光","市","11/19","118.5","-2","-1.66","10","76","76.01","901","42.7","26.9","有","","有","","","","電子零組件業","許崑泰","呂進宗"
="2387","精元","市","11/19","39.05","-0.4","-1.01","10","19.5","19.53","76.2","34.3","26.8","","","有","","","","電腦及週邊設備業","蔡火爐","李明擇"
="2388","威盛","市","11/19","48.4","-0.6","-1.22","10","55.6","55.56","269","33.2","26.7","有","","有","","","","半導體業","陳文琦","陳文琦"
="2390","云辰","市","11/19","9.14","-0.03","-0.33","10","19.3","19.26","17.6","45.6","26.4","","","","","","","其他電子業","張姿玲","呂麗筑"
="2392","正崴","市","11/19","37.45","-1.45","-3.73","10","51.2","51.23","192","39.4","26.2","有","","有","有","","","電子零組件業","郭台強","郭台強"
="2393","億光","市","11/19","51.7","-2.3","-4.26","10","44.3","44.34","229","42.5","26","有","","有","","","","光電業","葉寅夫","葉寅夫"
="2395","研華","市","11/19","276.5","-4.5","-1.6","10","86.4","86.42","2,389","44.2","25.9","","","","","","","電腦及週邊設備業","劉克振","陳清熙、蔡淑妍、張家豪"
="2397","友通","市","11/19","60.3","+0.7","+1.17","10","11.4","11.45","69","44.4","25.8","","","","","","","電腦及週邊設備業","陳其宏","田芝穎"
="2399","映泰","市","11/19","21.05","-0.95","-4.32","10","17.8","17.81","37.5","35.2","25.9","","","","","","","電腦及週邊設備業","王明義","王明正"
="2401","凌陽","市","11/19","19.4","-0.4","-2.02","10","59.2","59.2","115","35.3","28.2","有","","有","","","","半導體業","黃洲杰","黃洲杰"
="2402","毅嘉","市","11/19","46","0","0","10","30.8","30.75","141","36","25.9","","","有","有","","","電子零組件業","黃秋永","曾恭勝"
="2404","漢唐","市","11/19","777","+15","+1.97","10","19.1","19.06","1,481","43.2","27.8","有","","有","有","","","其他電子業","李惠文","賴志明"
="2405","輔信","市","11/19","16.65","-0.15","-0.89","10","34.3","34.34","57.2","42.4","25.7","","","","","","","電腦及週邊設備業","余麗娜","鄭瑋勳"
="2406","國碩","市","11/19","19.7","-0.4","-1.99","10","35.1","35.09","69.1","28.7","25.6","","","","有","","","光電業","陳繼明","鍾高原"
="2408","南亞科","市","11/19","160","-0.5","-0.31","10","310","309.9","4,958","30.7","25.3","有","","有","有","","","半導體業","鄒明仁","李培瑛"
="2409","友達","市","11/19","11","-0.15","-1.35","10","755","754.7","830","29.3","25.2","有","有","有","","","","光電業","彭又又浪","柯富仁"
="2412","中華電","市","11/19","130.5","-0.5","-0.38","10","776","775.7","10,123","29.4","25.1","有","有","有","","","","通信網路業","簡志誠","林榮賜"
="2413","環科","市","11/19","25.1","+2.25","+9.85","10","12.7","12.74","32","41.8","27.1","","","","","","","電子零組件業","歐仁傑","歐仁傑"
="2414","精技","市","11/19","40.25","-0.05","-0.12","10","16.2","16.17","65.1","46.7","27.8","","","","","","","電子通路業","葉佳紋","李盈芳"
="2415","錩新","市","11/19","25.9","-0.75","-2.81","10","9","9","23.3","53.7","27.9","","","","","","","電子零組件業","丁廣欽","蕭伊宏"
="2417","圓剛","市","11/19","35","-0.1","-0.28","10","15.7","15.75","55.1","35.8","28.5","","","","","","","電腦及週邊設備業","郭重松","郭重松"
="2419","仲琦","市","11/19","21.05","-0.3","-1.41","10","32.1","32.13","67.6","39.7","26.9","","","有","","","","通信網路業","黃文芳","周暘智"
="2420","新巨","市","11/19","48.6","-0.2","-0.41","10","15.3","15.26","74.2","42.6","25.2","","","有","","","","電子零組件業","高銘傳","鄭秋怡"
="2421","建準","市","11/19","178","-0.5","-0.28","10","27.3","27.34","487","45.1","25.2","有","","有","","","","電子零組件業","洪慶昇","洪慶昇"
="2423","固緯","市","11/19","50.7","+0.1","+0.2","10","14.5","14.5","73.5","50.2","25.2","","","","","","","其他電子業","林錦章","張朝明"
="2424","隴華","市","11/19","37.6","-1.2","-3.09","10","5.83","5.83","21.9","52.8","25.2","","","","","有","","通信網路業","王雅萱","王雅萱"
="2425","承啟","市","11/19","27.1","-0.85","-3.04","10","9.65","9.65","26.2","39","27.8","","","","","","","電腦及週邊設備業","高樹榮","高樹榮"
="2426","鼎元","市","11/19","14.9","-0.15","-1","10","30.1","30.06","44.8","38.6","27","","","","有","","","光電業","蘇峯正","李榮寰"
="2427","三商電","市","11/19","26.35","+0.25","+0.96","10","19.7","19.73","52","48.9","25.2","","","","有","","","資訊服務業","陳翔中","陳翔中"
="2428","興勤","市","11/19","195","+6","+3.17","10","12.8","12.81","250","46.3","25.2","","","有","","","","電子零組件業","隋台中","隋台中"
="2429","銘旺科","市","11/19","75.1","-2.5","-3.22","10","8.55","8.55","64.2","47","26.6","","","","","有","","光電業","周維昆","潘進興"
="2430","燦坤","市","11/19","23.65","-0.15","-0.63","10","11.7","11.68","27.6","47","28.5","","","","","","","電子通路業","林技典","NA"
="2431","聯昌","市","11/19","11.15","-0.05","-0.45","10","11.1","11.09","12.4","56.9","28.8","","","","","","","電子零組件業","連昭志","林春連"
="2432","倚天酷碁-創","市","11/19","26.4","-0.25","-0.94","10","6.19","6.19","16.3","39.7","2.47","","","","","","","電腦及週邊設備業","高樹國","鍾逸鈞"
="2433","互盛電","市","11/19","47.55","-0.05","-0.11","10","14.4","14.45","68.7","41.2","26.5","","","","","","","其他電子業","廖慶章","陳國盈"
="2434","統懋","市","11/19","32.4","-3.25","-9.12","10","3.7","3.7","12","38.7","25.2","","","","","有","","半導體業","翁淑貞","唐永渝"
="2436","偉詮電","市","11/19","43.15","-0.95","-2.15","10","20.2","20.15","87","36.4","25.2","","","有","有","","","半導體業","林錫銘","林登信"
="2438","翔耀","市","11/19","21.85","-0.05","-0.23","10","6.52","6.52","14.2","43.8","28.9","","","","","有","","光電業","林以山","高玉強"
="2439","美律","市","11/19","108","-2","-1.82","10","25.4","25.39","274","49.9","25.2","有","","有","有","","","通信網路業","廖祿立","黃朝豊"
="2440","太空梭","市","11/19","12.5","-0.1","-0.79","10","13.9","13.91","17.4","40.1","25","","","","","有","","電子零組件業","王玄輝","王建成"
="2441","超豐","市","11/19","72.6","+0.1","+0.14","10","56.9","56.88","413","42.7","25.1","有","","","","","","半導體業","謝永達","紀有章"
="2442","新美齊","市","11/19","23","0","0","10","26.6","26.89","61.8","39.9","25","","","","有","有","","建材營造業","林傳捷","紀榮村"
="2444","兆勁","市","11/19","10.7","+0.05","+0.47","10","10.2","10.16","10.9","30.4","24.9","","","","有","有","","通信網路業","紀政孝","紀政孝"
="2449","京元電子","市","11/19","196.5","-1.5","-0.76","10","122","122.3","2,403","38.5","24.5","有","","有","","","","半導體業","李金恭","張高薰"
="2450","神腦","市","11/19","28.75","+0.05","+0.17","10","25.8","25.83","74.2","46.5","24.5","","","","","","","通信網路業","余政憲","林保雍"
="2451","創見","市","11/19","204.5","+4.5","+2.25","10","43.1","43.07","881","36.2","24.5","","","有","","","","半導體業","束崇萬","張宗凱"
="2453","凌群","市","11/19","51.7","-0.2","-0.39","10","10","10","51.7","50.3","24.5","","","","","","","資訊服務業","劉瑞復","劉瑞隆"
="2454","聯發科","市","11/19","1160","-10","-0.85","10","160","160.4","18,605","28.5","24.3","有","有","有","","","","半導體業","蔡明介","陳冠州"
="2455","全新","市","11/19","140","-3","-2.1","10","18.5","18.49","259","29","23.8","有","","有","","","","通信網路業","陳建良","黃朝興"
="2457","飛宏","市","11/19","28.95","-1.3","-4.3","10","42.5","42.48","123","52.9","25.8","有","","有","有","","","電子零組件業","林中民","林冠宏"
="2458","義隆","市","11/19","126","-5","-3.82","10","30.4","30.39","383","31.5","24.2","有","","有","","","","半導體業","葉儀皓","葉儀皓"
="2459","敦吉","市","11/19","66.2","+0.6","+0.91","10","10.6","10.56","69.9","45.3","24.2","","","","","","","其他電子業","鍾元凱","鍾元凱"
="2460","建通","市","11/19","14.4","-0.5","-3.36","10","16.9","16.92","24.4","32.3","25.8","","","","","","","電子零組件業","蘇敦禮","何易霖"
="2461","光群雷","市","11/19","15.1","0","0","10","17.4","17.36","26.2","37.6","25.9","","","","有","","","其他電子業","郭維武","郭維武"
="2462","良得電","市","11/19","21.15","-0.1","-0.47","10","15","15.01","31.8","47.3","24.2","","","","","有","","電子零組件業","陳龍水","陳龍水"
="2464","盟立","市","11/19","57.6","-0.9","-1.54","10","20.6","20.65","119","36.8","24.2","","","有","","","","其他電子業","孫弘","林世東"
="2465","麗臺","市","11/19","52.5","+1","+1.94","10","8.39","9.39","49.3","39.1","24.2","","","","","有","","電腦及週邊設備業","盧崑山","梁傳杰"
="2466","冠西電","市","11/19","55.2","+1.7","+3.18","10","17.3","17.35","95.7","44.5","24.2","","","","","有","","光電業","謝淑娟","黃琮善"
="2467","志聖","市","11/19","170.5","+0.5","+0.29","10","15.7","15.68","267","47.6","24.2","","","有","","","","電子零組件業","梁茂生","梁又文"
